Date,Open,High,Low,Close,Volume,Day of the week,Change,NASDAQ
24-10-2014,27.143478,27.169407,26.71615,26.915106,39462046,6,0.049364,4042.02002
27-10-2014,26.777981,27.145971,26.777981,26.96447,23706909,2,0.405386,4046.02002
28-10-2014,27.075665,27.373844,27.006853,27.369856,25419598,3,0.02144,4106.629883
29-10-2014,27.424706,27.633633,27.274118,27.391296,35410955,4,0.048867,4090.550049
30-10-2014,27.372349,27.564322,27.101093,27.440163,29113713,5,0.437299,4100.640137
31-10-2014,27.890924,27.901896,27.661554,27.877462,40701440,6,-0.19247,4158.209961
03-11-2014,27.698954,27.818624,27.585764,27.684992,27645693,2,-0.05535,4169.279785
04-11-2014,27.574295,27.698954,27.389801,27.629642,24884132,3,-0.408378,4156.22998
05-11-2014,27.763775,27.763775,27.128019,27.221264,40645286,4,-0.193468,4153.27002
06-11-2014,27.200321,27.269382,26.974442,27.027796,26665008,5,-0.051359,4164.080078
07-11-2014,27.235723,27.235723,26.859756,26.976437,32675465,6,0.323112,4160.5
10-11-2014,26.998875,27.404263,26.976934,27.299549,22692131,2,0.139616,4175.950195
11-11-2014,27.349413,27.521441,27.240211,27.439165,19310873,3,-0.148592,4187.160156
12-11-2014,27.444153,27.447641,27.183867,27.290573,22593862,4,-0.096235,4195.399902
13-11-2014,27.414734,27.414734,27.099598,27.194338,26787343,5,-0.048866,4213.47998
14-11-2014,27.259159,27.259159,27.033279,27.145472,25790614,6,-0.39342,4224.990234
17-11-2014,27.104584,27.115055,26.629938,26.752052,34520517,2,-0.073797,4213.790039
18-11-2014,26.801416,27.022808,26.635372,26.678255,39253475,3,0.097733,4242.189941
19-11-2014,26.67676,26.838314,26.431433,26.775988,27844237,4,-0.107706,4222.660156
20-11-2014,26.489773,26.682243,26.481297,26.668282,31267610,5,0.133134,4242.089844
21-11-2014,27.006353,27.032782,26.754545,26.801416,44485801,6,0.088257,4251.319824
24-11-2014,26.808895,27.060705,26.707674,26.889673,34127440,2,0.090254,4284.319824
25-11-2014,26.876211,27.124531,26.856365,26.979927,35798014,3,-0.035402,4288.22998
26-11-2014,26.969954,27.003363,26.77858,26.944525,30459397,4,0.072799,4317.990234
28-11-2014,26.956989,27.025801,26.75654,27.017324,22966883,6,-0.400402,4337.790039
